AGE;GENDER;STATE;EDUC;MARRIED;JOB;INC;PEOPLE;PINC;CEREAL;ROOT;VEGAN;FRUITS;MEAT;EGGS;MILK;OIL;SUGAR;WELL;CWELL;PWELL;ORG;CORG;PORG;GARDEN;CGARDEN;PGARDEN;VEG;CVEG;PVEG;GARDV1;GARDV2;GARDV3;GARDV4;GARDV5;NGARD;FGARD;INDEXV;INDEXN;VEGROOT;MEETEGG;DEPRATIO
35.0;1.0;PE;12.0;1.0;1.0;1500.0;3.0;1.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;0.0;0.0;0.0;3.0;4.0;4.0;5.0;2.0;5.0;5.0;4.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;77.0;3;7.0;7.0;0.6666666666666666
24.0;0.0;PE;16.0;1.0;1.0;2500.0;5.0;5.0;7.0;3.0;6.0;4.0;3.0;5.0;4.0;3.0;7.0;2.0;2.0;2.0;3.0;2.0;2.0;4.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;83.5;3;7.0;7.0;0.0
28.0;1.0;PE;18.0;1.0;1.0;8000.0;4.0;3.0;7.0;6.0;7.0;7.0;5.0;5.0;0.0;7.0;5.0;7.0;2.0;3.0;4.0;4.0;2.0;5.0;3.0;4.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;101.0;3;7.0;5.0;0.25
36.0;1.0;PE;16.0;0.0;0.0;4500.0;3.0;2.0;7.0;3.0;7.0;5.0;3.0;7.0;7.0;5.0;6.0;3.0;2.0;2.0;3.0;3.0;1.0;3.0;1.0;4.0;1.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;95.5;3;7.0;7.0;0.3333333333333333
61.0;1.0;PE;14.0;0.0;0.0;10000.0;3.0;2.0;7.0;3.0;0.0;5.0;7.0;7.0;4.0;6.0;3.0;4.0;4.0;2.0;4.0;4.0;2.0;4.0;3.0;4.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;81.5;3;7.0;7.0;0.3333333333333333
38.0;1.0;PE;16.0;0.0;1.0;4500.0;2.0;2.0;7.0;2.0;7.0;7.0;5.0;7.0;5.0;3.0;7.0;7.0;4.0;2.0;3.0;5.0;2.0;3.0;5.0;2.0;5.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;94.0;3;7.0;7.0;0.0
36.0;0.0;PE;16.0;1.0;1.0;10000.0;3.0;2.0;7.0;1.0;2.0;7.0;3.0;7.0;7.0;4.0;7.0;7.0;2.0;1.0;2.0;4.0;2.0;4.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;81.0;3;7.0;7.0;0.3333333333333333
56.0;1.0;PB;22.0;1.0;1.0;19000.0;1.0;1.0;7.0;4.0;5.0;6.0;7.0;7.0;4.0;5.0;7.0;7.0;2.0;2.0;4.0;4.0;4.0;5.0;3.0;4.0;4.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;97.0;3;7.0;7.0;0.0
33.0;1.0;PE;12.0;0.0;1.0;1500.0;3.0;2.0;7.0;6.0;4.0;5.0;7.0;6.0;7.0;6.0;4.0;3.0;2.0;4.0;5.0;5.0;2.0;4.0;1.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;93.5;3;7.0;7.0;0.3333333333333333
24.0;0.0;PE;14.0;0.0;1.0;6500.0;2.0;2.0;5.0;3.0;0.0;4.0;6.0;7.0;6.0;4.0;7.0;6.0;3.0;2.0;3.0;5.0;2.0;1.0;5.0;4.0;5.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;74.5;3;7.0;7.0;0.0
26.0;0.0;PE;16.0;1.0;1.0;27500.0;4.0;4.0;7.0;7.0;7.0;7.0;6.0;7.0;6.0;7.0;7.0;5.0;4.0;2.0;3.0;4.0;3.0;3.0;3.0;2.0;5.0;3.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;110.0;3;7.0;7.0;0.0
23.0;1.0;PE;16.0;1.0;1.0;2500.0;1.0;1.0;7.0;5.0;5.0;5.0;1.0;7.0;0.0;7.0;7.0;7.0;3.0;2.0;2.0;4.0;3.0;2.0;5.0;5.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;98.0;3;7.0;7.0;0.0
32.0;1.0;SP;16.0;0.0;1.0;6500.0;3.0;2.0;7.0;7.0;1.0;7.0;3.0;7.0;3.0;7.0;7.0;7.0;3.0;2.0;4.0;4.0;3.0;4.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;90.0;3;7.0;7.0;0.3333333333333333
64.0;1.0;SP;18.0;1.0;0.0;13500.0;1.0;0.0;7.0;7.0;7.0;7.0;7.0;5.0;4.0;7.0;7.0;5.0;4.0;4.0;4.0;5.0;4.0;5.0;2.0;4.0;5.0;4.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;111.0;3;7.0;7.0;1.0
47.0;1.0;PE;16.0;0.0;1.0;10000.0;3.0;2.0;7.0;6.0;7.0;7.0;7.0;7.0;5.0;6.0;7.0;3.0;4.0;4.0;2.0;3.0;2.0;4.0;2.0;4.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;106.0;3;7.0;7.0;0.3333333333333333
34.0;1.0;PE;16.0;0.0;1.0;8000.0;4.0;2.0;7.0;0.0;5.0;0.0;3.0;4.0;4.0;7.0;7.0;7.0;2.0;1.0;4.0;2.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;95.0;3;7.0;7.0;0.5
36.0;1.0;PE;16.0;0.0;1.0;41250.0;4.0;2.0;7.0;4.0;7.0;7.0;2.0;7.0;2.0;2.0;7.0;5.0;5.0;1.0;1.0;5.0;2.0;1.0;4.0;4.0;5.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;86.0;3;7.0;7.0;0.5
21.0;0.0;PE;14.0;0.0;1.0;8000.0;4.0;4.0;5.0;3.0;4.0;3.0;4.0;6.0;5.0;4.0;5.0;4.0;2.0;1.0;4.0;2.0;3.0;4.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;81.5;3;7.0;7.0;0.0
37.0;1.0;PE;16.0;0.0;1.0;41250.0;4.0;1.0;7.0;5.0;7.0;7.0;4.0;7.0;7.0;7.0;1.0;7.0;2.0;1.0;4.0;4.0;3.0;4.0;5.0;5.0;4.0;2.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;106.0;3;7.0;7.0;0.75
39.0;1.0;PE;16.0;0.0;1.0;6500.0;2.0;2.0;7.0;4.0;4.0;5.0;7.0;0.0;7.0;7.0;7.0;2.0;4.0;3.0;4.0;5.0;3.0;5.0;4.0;4.0;5.0;4.0;4.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;98.5;3;7.0;7.0;0.0
40.0;1.0;PE;16.0;0.0;1.0;4500.0;3.0;1.0;6.0;4.0;3.0;6.0;6.0;5.0;7.0;7.0;7.0;2.0;2.0;1.0;3.0;4.0;2.0;3.0;3.0;1.0;4.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;95.5;3;7.0;7.0;0.6666666666666666
38.0;1.0;PE;16.0;0.0;1.0;4500.0;2.0;2.0;7.0;4.0;7.0;7.0;7.0;7.0;5.0;7.0;7.0;5.0;5.0;2.0;3.0;5.0;2.0;3.0;5.0;1.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;111.0;3;7.0;7.0;0.0
61.0;0.0;PB;22.0;0.0;1.0;19000.0;5.0;3.0;7.0;3.0;3.0;7.0;7.0;7.0;7.0;3.0;7.0;2.0;4.0;2.0;4.0;4.0;3.0;5.0;4.0;4.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;81.5;3;7.0;7.0;0.4
23.0;1.0;PE;14.0;1.0;0.0;13500.0;5.0;2.0;7.0;3.0;7.0;5.0;3.0;7.0;5.0;7.0;7.0;7.0;2.0;1.0;3.0;3.0;3.0;4.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;106.0;3;7.0;7.0;0.6
26.0;1.0;PE;16.0;1.0;1.0;41250.0;2.0;1.0;1.0;2.0;3.0;5.0;6.0;7.0;7.0;7.0;2.0;2.0;4.0;1.0;2.0;2.0;2.0;4.0;2.0;4.0;4.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;84.0;3;3.0;7.0;0.5
25.0;1.0;PE;14.0;1.0;1.0;4500.0;2.0;2.0;7.0;4.0;7.0;7.0;7.0;4.0;7.0;7.0;2.0;2.0;2.0;2.0;3.0;4.0;2.0;3.0;4.0;4.0;3.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;107.0;3;7.0;7.0;0.0
69.0;1.0;AM;5.0;0.0;0.0;2500.0;2.0;1.0;4.0;3.0;5.0;0.0;1.0;6.0;2.0;1.0;6.0;2.0;4.0;2.0;3.0;5.0;3.0;4.0;2.0;1.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;66.0;3;7.0;7.0;0.5
33.0;0.0;PE;16.0;0.0;1.0;4500.0;3.0;2.0;7.0;0.0;1.0;1.0;3.0;5.0;3.0;7.0;4.0;5.0;2.0;2.0;3.0;2.0;1.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;81.5;3;7.0;7.0;0.3333333333333333
21.0;0.0;PE;14.0;1.0;0.0;27500.0;5.0;2.0;4.0;7.0;7.0;5.0;7.0;7.0;7.0;7.0;7.0;4.0;3.0;1.0;4.0;4.0;3.0;4.0;4.0;4.0;5.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;108.5;3;7.0;7.0;0.6
51.0;1.0;PE;16.0;0.0;1.0;1500.0;5.0;3.0;7.0;7.0;7.0;6.0;7.0;7.0;1.0;7.0;7.0;7.0;4.0;2.0;4.0;5.0;1.0;3.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;111.0;3;7.0;7.0;0.4
21.0;1.0;PE;14.0;1.0;1.0;10000.0;3.0;3.0;6.0;6.0;4.0;5.0;5.0;7.0;0.0;7.0;7.0;7.0;2.0;1.0;1.0;3.0;2.0;3.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;99.0;3;7.0;7.0;0.0
21.0;1.0;PE;14.0;1.0;0.0;4500.0;3.0;2.0;6.0;4.0;6.0;6.0;5.0;7.0;7.0;7.0;7.0;7.0;4.0;2.0;3.0;5.0;4.0;4.0;4.0;2.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;106.0;3;7.0;7.0;0.3333333333333333
21.0;1.0;PR;14.0;1.0;1.0;2500.0;4.0;4.0;6.0;3.0;4.0;4.0;3.0;5.0;4.0;6.0;3.0;5.0;5.0;3.0;4.0;5.0;3.0;4.0;5.0;4.0;5.0;1.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;89.0;3;7.0;7.0;0.0
31.0;1.0;PE;16.0;1.0;1.0;4500.0;2.0;1.0;7.0;3.0;2.0;2.0;7.0;7.0;7.0;4.0;7.0;7.0;2.0;1.0;4.0;5.0;3.0;4.0;4.0;1.0;5.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;80.0;3;7.0;7.0;0.5
27.0;0.0;PE;16.0;1.0;0.0;41250.0;2.0;1.0;7.0;2.0;7.0;5.0;7.0;7.0;7.0;7.0;7.0;1.0;4.0;3.0;3.0;5.0;4.0;4.0;4.0;3.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;107.0;3;7.0;7.0;0.5
45.0;0.0;RJ;16.0;1.0;1.0;13500.0;4.0;2.0;7.0;6.0;6.0;7.0;5.0;7.0;6.0;7.0;5.0;7.0;2.0;1.0;3.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;106.0;3;7.0;7.0;0.5
48.0;1.0;PE;16.0;1.0;1.0;6500.0;4.0;4.0;5.0;7.0;6.0;7.0;7.0;7.0;7.0;7.0;6.0;5.0;4.0;4.0;3.0;4.0;3.0;3.0;4.0;4.0;3.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;107.5;3;7.0;7.0;0.0
19.0;1.0;PE;14.0;1.0;0.0;19000.0;5.0;1.0;7.0;0.0;4.0;6.0;6.0;7.0;0.0;7.0;7.0;3.0;1.0;1.0;1.0;2.0;2.0;4.0;4.0;3.0;2.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;99.0;3;7.0;7.0;0.8
56.0;1.0;PE;18.0;1.0;1.0;2500.0;2.0;2.0;4.0;5.0;2.0;3.0;2.0;2.0;3.0;7.0;6.0;6.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;79.0;3;7.0;5.0;0.0
25.0;1.0;PE;16.0;1.0;1.0;4500.0;1.0;1.0;7.0;0.0;0.0;1.0;3.0;4.0;3.0;7.0;7.0;5.0;2.0;1.0;1.0;4.0;2.0;1.0;4.0;2.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;80.0;3;7.0;7.0;0.0
19.0;1.0;PB;12.0;1.0;1.0;2500.0;3.0;3.0;7.0;3.0;1.0;1.0;3.0;3.0;4.0;2.0;4.0;4.0;2.0;1.0;3.0;2.0;1.0;2.0;1.0;1.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;61.0;3;7.0;7.0;0.0
44.0;1.0;PB;5.0;0.0;1.0;1500.0;3.0;3.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;3.0;4.0;4.0;3.0;3.0;4.0;2.0;4.0;5.0;4.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;112.0;3;7.0;7.0;0.0
55.0;0.0;PB;5.0;0.0;1.0;1500.0;3.0;3.0;7.0;4.0;5.0;5.0;7.0;3.0;7.0;0.0;0.0;2.0;2.0;5.0;4.0;4.0;2.0;4.0;2.0;2.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;70.0;3;7.0;7.0;0.0
48.0;1.0;SP;16.0;0.0;0.0;2500.0;2.0;1.0;5.0;4.0;5.0;7.0;5.0;5.0;2.0;7.0;7.0;7.0;2.0;1.0;2.0;2.0;3.0;4.0;2.0;2.0;4.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;104.0;3;7.0;7.0;0.5
42.0;1.0;SP;22.0;0.0;1.0;4500.0;2.0;2.0;7.0;3.0;3.0;5.0;2.0;7.0;2.0;6.0;5.0;5.0;4.0;1.0;2.0;4.0;2.0;2.0;4.0;1.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;87.0;3;7.0;7.0;0.0
58.0;0.0;SP;16.0;0.0;1.0;4500.0;2.0;1.0;7.0;4.0;7.0;7.0;5.0;4.0;4.0;7.0;7.0;7.0;3.0;1.0;3.0;4.0;2.0;3.0;4.0;1.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;110.0;3;7.0;7.0;0.5
21.0;1.0;PE;14.0;1.0;1.0;10000.0;3.0;2.0;7.0;4.0;5.0;7.0;7.0;7.0;3.0;7.0;7.0;7.0;4.0;1.0;3.0;5.0;4.0;5.0;5.0;5.0;5.0;2.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;106.0;3;7.0;7.0;0.3333333333333333
44.0;1.0;RJ;16.0;0.0;1.0;10000.0;4.0;2.0;7.0;4.0;7.0;5.0;4.0;6.0;4.0;7.0;7.0;7.0;3.0;4.0;4.0;4.0;3.0;4.0;5.0;5.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;107.0;3;7.0;7.0;0.5
28.0;1.0;SP;16.0;1.0;0.0;2500.0;3.0;2.0;7.0;2.0;4.0;2.0;0.0;5.0;2.0;3.0;5.0;7.0;1.0;1.0;3.0;3.0;1.0;3.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;74.0;3;7.0;7.0;0.3333333333333333
75.0;1.0;RJ;18.0;1.0;0.0;13500.0;1.0;0.0;7.0;7.0;7.0;7.0;7.0;7.0;5.0;5.0;4.0;1.0;5.0;4.0;5.0;5.0;4.0;5.0;5.0;5.0;4.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;99.5;3;7.0;7.0;1.0
29.0;0.0;BA;16.0;1.0;1.0;10000.0;2.0;2.0;5.0;4.0;7.0;5.0;7.0;7.0;7.0;7.0;7.0;3.0;1.0;1.0;4.0;4.0;3.0;5.0;2.0;4.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;108.0;3;7.0;7.0;0.0
29.0;0.0;BA;16.0;0.0;1.0;19000.0;2.0;2.0;7.0;6.0;5.0;7.0;7.0;7.0;7.0;5.0;7.0;3.0;3.0;1.0;2.0;3.0;2.0;4.0;2.0;4.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;96.0;3;7.0;7.0;0.0
26.0;0.0;BA;16.0;0.0;1.0;10000.0;4.0;4.0;7.0;5.0;6.0;6.0;6.0;4.0;7.0;6.0;5.0;6.0;4.0;2.0;1.0;4.0;2.0;1.0;3.0;3.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;101.5;3;7.0;7.0;0.0
32.0;1.0;BA;16.0;1.0;1.0;2500.0;4.0;2.0;3.0;1.0;2.0;4.0;6.0;7.0;3.0;7.0;7.0;2.0;1.0;1.0;3.0;2.0;2.0;5.0;3.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;84.5;3;4.0;7.0;0.5
28.0;1.0;BA;16.0;1.0;0.0;13500.0;4.0;3.0;7.0;2.0;3.0;6.0;7.0;7.0;7.0;6.0;7.0;6.0;4.0;2.0;3.0;5.0;2.0;4.0;4.0;3.0;5.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;94.5;3;7.0;7.0;0.25
29.0;1.0;BA;16.0;1.0;1.0;10000.0;2.0;2.0;7.0;3.0;5.0;4.0;7.0;7.0;7.0;7.0;5.0;4.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;2.0;4.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;100.5;3;7.0;7.0;0.0
33.0;1.0;PE;16.0;0.0;1.0;4500.0;2.0;2.0;7.0;2.0;5.0;5.0;5.0;7.0;3.0;7.0;7.0;6.0;1.0;1.0;2.0;3.0;2.0;4.0;4.0;2.0;4.0;2.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;101.5;3;7.0;7.0;0.0
30.0;0.0;BA;16.0;0.0;1.0;4500.0;4.0;4.0;4.0;3.0;5.0;5.0;7.0;7.0;7.0;7.0;3.0;5.0;2.0;2.0;4.0;3.0;2.0;3.0;4.0;3.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;101.0;3;7.0;7.0;0.0
30.0;1.0;BA;16.0;1.0;1.0;13500.0;2.0;2.0;7.0;5.0;7.0;7.0;7.0;7.0;4.0;2.0;7.0;1.0;4.0;2.0;3.0;4.0;2.0;2.0;4.0;4.0;4.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;89.0;3;7.0;7.0;0.0
33.0;1.0;CE;14.0;1.0;1.0;2500.0;2.0;2.0;7.0;2.0;5.0;6.0;3.0;3.0;4.0;4.0;4.0;2.0;2.0;4.0;5.0;3.0;3.0;4.0;4.0;3.0;4.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;85.0;3;7.0;7.0;0.0
43.0;1.0;CE;16.0;0.0;1.0;4500.0;3.0;2.0;2.0;1.0;7.0;7.0;7.0;4.0;7.0;7.0;1.0;0.0;4.0;2.0;5.0;5.0;3.0;5.0;4.0;3.0;2.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;97.5;3;3.0;7.0;0.3333333333333333
45.0;0.0;CE;16.0;1.0;1.0;2500.0;3.0;3.0;7.0;5.0;7.0;7.0;7.0;7.0;4.0;3.0;1.0;3.0;2.0;1.0;4.0;4.0;2.0;5.0;4.0;5.0;2.0;2.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;91.0;3;7.0;7.0;0.0
37.0;1.0;PE;16.0;0.0;1.0;27500.0;4.0;2.0;7.0;6.0;6.0;6.0;7.0;7.0;7.0;7.0;7.0;7.0;4.0;2.0;3.0;5.0;4.0;5.0;3.0;1.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;108.0;3;7.0;7.0;0.5
30.0;0.0;CE;12.0;0.0;0.0;1500.0;3.0;1.0;5.0;0.0;3.0;2.0;5.0;3.0;5.0;2.0;7.0;7.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;69.0;3;5.0;7.0;0.6666666666666666
37.0;1.0;PE;16.0;0.0;1.0;10000.0;4.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;5.0;3.0;2.0;2.0;4.0;2.0;3.0;4.0;2.0;4.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;111.0;3;7.0;7.0;0.5
22.0;0.0;CE;12.0;1.0;1.0;2500.0;3.0;2.0;7.0;2.0;3.0;4.0;6.0;7.0;0.0;5.0;4.0;2.0;2.0;5.0;5.0;3.0;3.0;4.0;3.0;3.0;2.0;1.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;84.0;3;7.0;7.0;0.3333333333333333
53.0;1.0;CE;16.0;0.0;1.0;4500.0;3.0;3.0;7.0;2.0;0.0;2.0;3.0;7.0;2.0;7.0;0.0;5.0;4.0;4.0;5.0;5.0;2.0;4.0;5.0;2.0;5.0;2.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;77.5;3;7.0;7.0;0.0
21.0;1.0;CE;12.0;1.0;1.0;1500.0;5.0;3.0;7.0;0.0;7.0;0.0;7.0;7.0;7.0;7.0;7.0;4.0;3.0;5.0;4.0;3.0;2.0;3.0;5.0;5.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;103.5;3;7.0;7.0;0.4
37.0;1.0;PE;16.0;0.0;1.0;19000.0;5.0;3.0;7.0;5.0;6.0;7.0;7.0;3.0;7.0;7.0;3.0;1.0;3.0;1.0;3.0;4.0;4.0;5.0;5.0;3.0;2.0;3.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;104.0;3;7.0;7.0;0.4
33.0;0.0;CE;16.0;0.0;1.0;2500.0;3.0;0.0;6.0;1.0;7.0;3.0;5.0;5.0;4.0;5.0;3.0;2.0;4.0;2.0;4.0;3.0;3.0;5.0;2.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;93.5;3;7.0;7.0;1.0
50.0;1.0;CE;12.0;0.0;1.0;1500.0;3.0;1.0;4.0;5.0;3.0;3.0;7.0;3.0;4.0;6.0;0.0;2.0;4.0;3.0;1.0;5.0;4.0;4.0;5.0;5.0;2.0;2.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;86.0;3;7.0;7.0;0.6666666666666666
