AGE;GENDER;STATE;EDUC;MARRIED;JOB;INC;PEOPLE;PINC;CEREAL;ROOT;VEGAN;FRUITS;MEAT;EGGS;MILK;OIL;SUGAR;WELL;CWELL;PWELL;ORG;CORG;PORG;GARDEN;CGARDEN;PGARDEN;VEG;CVEG;PVEG;GARDV1;GARDV2;GARDV3;GARDV4;GARDV5;NGARD;FGARD;INDEXV;INDEXN;VEGROOT;MEETEGG;DEPRATIO
64.0;1.0;BA;16.0;0.0;0.0;1500.0;4.0;3.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;0.0;5.0;5.0;2.0;5.0;2.0;2.0;1.0;1.0;5.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;108.5;3;7.0;7.0;0.25
40.0;1.0;PE;16.0;0.0;1.0;4500.0;3.0;2.0;7.0;4.0;7.0;4.0;3.0;7.0;6.0;6.0;6.0;6.0;2.0;1.0;1.0;4.0;2.0;1.0;3.0;3.0;4.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;100.0;3;7.0;7.0;0.3333333333333333
62.0;1.0;SP;14.0;1.0;1.0;4500.0;1.0;1.0;7.0;2.0;7.0;3.0;7.0;7.0;1.0;2.0;5.0;5.0;2.0;3.0;5.0;4.0;3.0;5.0;3.0;4.0;2.0;2.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;86.0;3;7.0;7.0;0.0
48.0;1.0;RN;18.0;1.0;1.0;2500.0;2.0;1.0;7.0;3.0;7.0;7.0;7.0;7.0;5.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0;4.0;5.0;4.0;4.0;4.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;102.0;3;7.0;7.0;0.5
62.0;1.0;RJ;12.0;1.0;0.0;2500.0;1.0;0.0;7.0;1.0;5.0;4.0;4.0;1.0;0.0;5.0;7.0;7.0;5.0;4.0;4.0;5.0;3.0;4.0;5.0;4.0;5.0;2.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;68.0;3;7.0;1.0;1.0
62.0;1.0;SP;12.0;0.0;0.0;6500.0;3.0;1.0;7.0;0.0;7.0;3.0;6.0;7.0;2.0;7.0;7.0;7.0;4.0;3.0;2.0;4.0;3.0;3.0;4.0;4.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;107.0;3;7.0;7.0;0.6666666666666666
47.0;1.0;SP;14.0;1.0;1.0;1500.0;4.0;2.0;7.0;3.0;7.0;7.0;3.0;7.0;5.0;7.0;7.0;7.0;2.0;1.0;2.0;4.0;2.0;2.0;1.0;4.0;5.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;108.0;3;7.0;7.0;0.5
48.0;1.0;PE;11.0;1.0;0.0;1500.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;4.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;1;0.0;0.0;1.0
66.0;1.0;SP;16.0;1.0;0.0;2500.0;1.0;0.0;7.0;7.0;4.0;7.0;7.0;5.0;3.0;7.0;7.0;7.0;3.0;5.0;4.0;3.0;3.0;4.0;5.0;4.0;3.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;103.0;3;7.0;7.0;1.0
59.0;1.0;MG;16.0;1.0;1.0;4500.0;1.0;1.0;3.0;1.0;7.0;3.0;7.0;3.0;7.0;0.0;4.0;5.0;4.0;2.0;1.0;4.0;3.0;4.0;4.0;4.0;3.0;2.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;71.5;3;4.0;7.0;0.0
26.0;0.0;AM;14.0;0.0;0.0;2500.0;3.0;2.0;6.0;2.0;0.0;0.0;1.0;7.0;0.0;7.0;4.0;7.0;1.0;1.0;5.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;76.5;3;7.0;7.0;0.3333333333333333
58.0;0.0;BA;14.0;0.0;0.0;2500.0;3.0;2.0;0.0;3.0;4.0;7.0;3.0;7.0;7.0;2.0;0.0;0.0;4.0;4.0;5.0;5.0;3.0;5.0;4.0;3.0;4.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;64.0;3;3.0;7.0;0.3333333333333333
59.0;1.0;GO;14.0;1.0;1.0;6500.0;3.0;3.0;7.0;4.0;7.0;4.0;6.0;7.0;0.0;7.0;7.0;2.0;2.0;1.0;2.0;4.0;2.0;5.0;4.0;4.0;4.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;105.5;3;7.0;7.0;0.0
43.0;1.0;SP;16.0;0.0;0.0;13500.0;3.0;1.0;7.0;1.0;3.0;0.0;0.0;5.0;3.0;3.0;3.0;4.0;4.0;4.0;3.0;4.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;66.5;3;7.0;7.0;0.6666666666666666
63.0;1.0;RJ;18.0;1.0;0.0;13500.0;1.0;0.0;5.0;7.0;5.0;7.0;7.0;7.0;4.0;5.0;0.0;6.0;4.0;3.0;2.0;5.0;3.0;4.0;4.0;4.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;94.0;3;7.0;7.0;1.0
60.0;1.0;SP;12.0;1.0;1.0;27500.0;4.0;3.0;7.0;5.0;3.0;7.0;7.0;3.0;1.0;7.0;0.0;0.0;4.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;81.0;3;7.0;4.0;0.25
68.0;1.0;MG;16.0;1.0;0.0;4500.0;5.0;2.0;7.0;3.0;2.0;7.0;6.0;6.0;7.0;2.0;3.0;3.0;4.0;4.0;5.0;5.0;2.0;4.0;4.0;4.0;4.0;2.0;4.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;72.0;3;7.0;7.0;0.6
41.0;1.0;PE;16.0;0.0;1.0;2500.0;3.0;2.0;5.0;3.0;5.0;2.0;5.0;3.0;7.0;0.0;7.0;4.0;4.0;4.0;5.0;5.0;1.0;4.0;4.0;4.0;4.0;1.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;69.5;3;7.0;7.0;0.3333333333333333
62.0;1.0;BA;16.0;1.0;0.0;8000.0;3.0;1.0;7.0;7.0;4.0;7.0;7.0;5.0;7.0;7.0;7.0;7.0;4.0;4.0;5.0;4.0;3.0;5.0;4.0;4.0;3.0;2.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;103.0;3;7.0;7.0;0.6666666666666666
46.0;1.0;BA;16.0;0.0;1.0;4500.0;2.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;3.0;4.0;4.0;4.0;3.0;5.0;4.0;4.0;2.0;3.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;112.0;3;7.0;7.0;0.0
53.0;1.0;DF;16.0;1.0;0.0;2500.0;2.0;1.0;7.0;4.0;5.0;4.0;4.0;5.0;0.0;5.0;5.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;81.5;3;7.0;5.0;0.5
46.0;1.0;PR;16.0;1.0;1.0;2500.0;3.0;2.0;7.0;5.0;7.0;7.0;4.0;3.0;3.0;3.0;4.0;3.0;2.0;2.0;4.0;3.0;2.0;4.0;2.0;3.0;3.0;2.0;4.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;85.5;3;7.0;6.0;0.3333333333333333
21.0;1.0;PE;14.0;1.0;0.0;4500.0;3.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;0.0;0.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;3.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;105.0;3;7.0;7.0;0.3333333333333333
37.0;1.0;MG;12.0;1.0;0.0;1500.0;3.0;0.0;7.0;1.0;1.0;1.0;0.0;7.0;2.0;0.0;5.0;2.0;1.0;2.0;5.0;5.0;2.0;5.0;3.0;4.0;2.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;49.5;3;7.0;7.0;1.0
50.0;1.0;SC;16.0;1.0;1.0;2500.0;1.0;1.0;3.0;2.0;3.0;7.0;5.0;7.0;2.0;4.0;0.0;5.0;4.0;5.0;3.0;5.0;2.0;3.0;4.0;5.0;4.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;77.5;3;5.0;7.0;0.0
53.0;1.0;DF;16.0;1.0;1.0;10000.0;3.0;3.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;2.0;3.0;5.0;5.0;4.0;4.0;5.0;5.0;4.0;4.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;112.0;3;7.0;7.0;0.0
35.0;1.0;SP;16.0;0.0;1.0;4500.0;4.0;3.0;7.0;7.0;7.0;0.0;7.0;7.0;7.0;7.0;0.0;7.0;4.0;5.0;5.0;4.0;3.0;5.0;1.0;3.0;4.0;4.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;101.5;3;7.0;7.0;0.25
30.0;1.0;MG;12.0;1.0;1.0;2500.0;4.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;2.0;7.0;7.0;7.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;112.0;3;7.0;7.0;0.5
42.0;1.0;BA;16.0;1.0;1.0;6500.0;1.0;1.0;7.0;7.0;3.0;7.0;4.0;7.0;7.0;7.0;7.0;7.0;2.0;1.0;5.0;5.0;4.0;5.0;4.0;1.0;4.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;97.0;3;7.0;7.0;0.0
50.0;0.0;SP;16.0;0.0;1.0;13500.0;3.0;2.0;7.0;4.0;4.0;3.0;7.0;6.0;3.0;7.0;7.0;4.0;4.0;3.0;4.0;4.0;3.0;4.0;2.0;2.0;4.0;2.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;97.5;3;7.0;7.0;0.3333333333333333
53.0;1.0;GO;16.0;1.0;1.0;4500.0;3.0;3.0;5.0;1.0;5.0;5.0;5.0;5.0;0.0;2.0;0.0;5.0;3.0;3.0;2.0;3.0;2.0;3.0;4.0;3.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;67.5;3;6.0;5.0;0.0
61.0;0.0;SP;16.0;1.0;0.0;4500.0;1.0;0.0;5.0;0.0;3.0;3.0;6.0;2.0;5.0;4.0;3.0;5.0;2.0;5.0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;76.0;3;5.0;7.0;1.0
54.0;0.0;RS;12.0;0.0;1.0;4500.0;3.0;3.0;7.0;5.0;5.0;4.0;3.0;5.0;5.0;5.0;4.0;4.0;2.0;2.0;3.0;4.0;3.0;3.0;4.0;4.0;2.0;2.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;88.0;3;7.0;7.0;0.0
30.0;1.0;MG;14.0;1.0;1.0;2500.0;3.0;2.0;4.0;4.0;7.0;7.0;7.0;5.0;7.0;3.0;7.0;7.0;3.0;3.0;1.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;96.0;3;7.0;7.0;0.3333333333333333
45.0;1.0;PE;16.0;0.0;1.0;6500.0;3.0;1.0;6.0;6.0;6.0;4.0;3.0;7.0;7.0;6.0;6.0;7.0;4.0;3.0;3.0;5.0;4.0;5.0;1.0;2.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;97.5;3;7.0;7.0;0.6666666666666666
65.0;1.0;PR;18.0;1.0;0.0;4500.0;2.0;1.0;7.0;7.0;7.0;7.0;7.0;7.0;4.0;4.0;7.0;1.0;3.0;3.0;4.0;4.0;3.0;5.0;4.0;5.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;97.0;3;7.0;7.0;0.5
51.0;1.0;RJ;11.0;1.0;0.0;1500.0;2.0;0.0;7.0;5.0;7.0;4.0;2.0;4.0;4.0;3.0;2.0;7.0;4.0;3.0;5.0;4.0;2.0;5.0;3.0;4.0;4.0;3.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;85.5;3;7.0;7.0;1.0
70.0;1.0;SP;12.0;1.0;0.0;2500.0;1.0;0.0;7.0;7.0;7.0;7.0;7.0;6.0;5.0;7.0;7.0;7.0;5.0;1.0;3.0;5.0;2.0;2.0;4.0;2.0;4.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;112.0;3;7.0;7.0;1.0
65.0;1.0;SP;16.0;1.0;1.0;10000.0;2.0;0.0;7.0;2.0;3.0;4.0;5.0;6.0;4.0;4.0;5.0;7.0;5.0;5.0;5.0;5.0;3.0;5.0;5.0;5.0;5.0;3.0;5.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;82.0;3;7.0;7.0;1.0
54.0;1.0;RJ;16.0;0.0;0.0;1500.0;2.0;1.0;7.0;5.0;4.0;7.0;7.0;7.0;7.0;7.0;7.0;4.0;4.0;3.0;5.0;5.0;3.0;3.0;5.0;4.0;5.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;101.5;3;7.0;7.0;0.5
26.0;0.0;BA;16.0;1.0;1.0;10000.0;3.0;3.0;7.0;4.0;7.0;3.0;3.0;7.0;2.0;7.0;7.0;7.0;3.0;1.0;3.0;4.0;2.0;4.0;2.0;4.0;4.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;104.0;3;7.0;7.0;0.0
35.0;0.0;BA;16.0;1.0;1.0;1500.0;4.0;2.0;7.0;1.0;7.0;7.0;1.0;1.0;1.0;0.0;7.0;7.0;3.0;2.0;3.0;4.0;2.0;3.0;4.0;3.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;58.0;3;7.0;2.0;0.5
39.0;1.0;RJ;16.0;1.0;1.0;2500.0;3.0;2.0;5.0;3.0;0.0;5.0;7.0;2.0;7.0;6.0;3.0;5.0;3.0;2.0;4.0;4.0;2.0;4.0;3.0;4.0;4.0;2.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;82.0;3;7.0;7.0;0.3333333333333333
53.0;1.0;SP;22.0;0.0;1.0;8000.0;2.0;2.0;7.0;3.0;7.0;7.0;7.0;7.0;0.0;7.0;7.0;7.0;4.0;4.0;5.0;4.0;2.0;5.0;4.0;4.0;4.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;112.0;3;7.0;7.0;0.0
67.0;1.0;SP;14.0;0.0;0.0;6500.0;4.0;4.0;7.0;6.0;4.0;7.0;4.0;5.0;3.0;7.0;7.0;7.0;4.0;4.0;3.0;4.0;3.0;3.0;4.0;3.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;100.0;3;7.0;7.0;0.0
45.0;1.0;RJ;14.0;0.0;0.0;2500.0;3.0;1.0;7.0;7.0;7.0;7.0;5.0;7.0;7.0;7.0;2.0;2.0;4.0;3.0;4.0;3.0;2.0;3.0;5.0;5.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;105.0;3;7.0;7.0;0.6666666666666666
61.0;1.0;MG;12.0;1.0;0.0;1500.0;1.0;0.0;7.0;7.0;0.0;7.0;7.0;7.0;2.0;7.0;0.0;6.0;1.0;5.0;5.0;1.0;1.0;1.0;4.0;4.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;87.0;3;7.0;7.0;1.0
46.0;0.0;MG;16.0;1.0;1.0;1500.0;2.0;1.0;7.0;2.0;3.0;1.0;2.0;5.0;2.0;3.0;4.0;1.0;4.0;4.0;4.0;2.0;3.0;4.0;2.0;3.0;4.0;2.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;68.5;3;7.0;7.0;0.5
63.0;1.0;PE;14.0;1.0;0.0;4500.0;3.0;2.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;0.0;0.0;5.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;5.0;3.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;105.0;3;7.0;7.0;0.3333333333333333
44.0;1.0;RS;9.0;0.0;0.0;4500.0;4.0;2.0;6.0;5.0;3.0;5.0;2.0;4.0;5.0;2.0;1.0;1.0;2.0;4.0;5.0;5.0;3.0;5.0;2.0;5.0;2.0;3.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;67.0;3;7.0;7.0;0.5
55.0;1.0;RJ;5.0;0.0;0.0;1500.0;3.0;2.0;1.0;3.0;5.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;4.0;3.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;40.0;3;4.0;3.0;0.3333333333333333
48.0;1.0;RJ;12.0;0.0;0.0;1500.0;4.0;2.0;7.0;7.0;7.0;7.0;0.0;7.0;7.0;7.0;7.0;0.0;1.0;2.0;3.0;1.0;2.0;3.0;4.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;101.5;3;7.0;7.0;0.5
71.0;0.0;SE;18.0;0.0;0.0;13500.0;4.0;1.0;4.0;2.0;6.0;7.0;7.0;5.0;7.0;0.0;0.0;1.0;4.0;2.0;5.0;4.0;3.0;5.0;3.0;4.0;5.0;4.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;72.5;3;6.0;7.0;0.75
43.0;1.0;PI;11.0;0.0;0.0;1500.0;3.0;1.0;7.0;4.0;7.0;4.0;2.0;3.0;7.0;7.0;2.0;0.0;2.0;4.0;4.0;4.0;2.0;4.0;5.0;4.0;5.0;2.0;4.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;98.0;3;7.0;7.0;0.6666666666666666
61.0;1.0;SP;12.0;1.0;0.0;2500.0;1.0;1.0;7.0;3.0;7.0;7.0;7.0;5.0;4.0;4.0;7.0;3.0;4.0;4.0;4.0;4.0;3.0;4.0;3.0;4.0;2.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;98.0;3;7.0;7.0;0.0
41.0;1.0;GO;16.0;0.0;0.0;6500.0;3.0;1.0;7.0;3.0;7.0;7.0;4.0;7.0;3.0;7.0;7.0;3.0;5.0;4.0;5.0;4.0;2.0;4.0;5.0;2.0;4.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;107.0;3;7.0;7.0;0.6666666666666666
55.0;1.0;SP;12.0;0.0;0.0;4500.0;2.0;0.0;7.0;3.0;7.0;7.0;7.0;0.0;0.0;7.0;7.0;6.0;4.0;2.0;2.0;2.0;2.0;2.0;4.0;5.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;83.5;3;7.0;0.0;1.0
61.0;1.0;RJ;16.0;1.0;1.0;8000.0;4.0;2.0;7.0;5.0;7.0;5.0;5.0;7.0;6.0;6.0;7.0;7.0;3.0;3.0;5.0;4.0;3.0;5.0;3.0;5.0;3.0;3.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;104.0;3;7.0;7.0;0.5
76.0;1.0;RJ;12.0;1.0;1.0;2500.0;1.0;0.0;3.0;7.0;7.0;7.0;7.0;7.0;6.0;7.0;7.0;7.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;112.0;3;7.0;7.0;1.0
46.0;1.0;BA;14.0;0.0;1.0;2500.0;2.0;2.0;3.0;7.0;5.0;5.0;7.0;3.0;2.0;1.0;1.0;3.0;3.0;4.0;4.0;3.0;2.0;4.0;3.0;4.0;3.0;2.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;67.0;3;7.0;5.0;0.0
56.0;1.0;SC;12.0;1.0;0.0;1500.0;1.0;0.0;7.0;3.0;7.0;7.0;2.0;0.0;0.0;7.0;7.0;0.0;5.0;2.0;1.0;4.0;1.0;4.0;5.0;5.0;5.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;75.5;3;7.0;0.0;1.0
61.0;1.0;BA;12.0;1.0;0.0;2500.0;3.0;1.0;7.0;7.0;2.0;0.0;4.0;3.0;1.0;7.0;6.0;6.0;5.0;2.0;5.0;4.0;2.0;4.0;4.0;4.0;3.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;74.0;3;7.0;4.0;0.6666666666666666
57.0;0.0;BA;11.0;0.0;1.0;2500.0;4.0;3.0;7.0;5.0;7.0;5.0;7.0;7.0;4.0;4.0;7.0;3.0;3.0;4.0;4.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;3.0;96.0;3;7.0;7.0;0.25
65.0;1.0;PR;11.0;1.0;1.0;2500.0;2.0;1.0;7.0;5.0;2.0;5.0;7.0;4.0;3.0;3.0;7.0;4.0;2.0;5.0;2.0;4.0;2.0;4.0;2.0;4.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;77.5;3;7.0;7.0;0.5
64.0;1.0;SP;16.0;0.0;0.0;2500.0;2.0;2.0;7.0;5.0;6.0;6.0;7.0;6.0;2.0;7.0;7.0;7.0;3.0;3.0;3.0;4.0;2.0;3.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;108.0;3;7.0;7.0;0.0
40.0;1.0;RJ;16.0;1.0;0.0;2500.0;2.0;1.0;7.0;7.0;4.0;5.0;2.0;2.0;7.0;7.0;1.0;1.0;2.0;5.0;4.0;4.0;2.0;3.0;2.0;4.0;4.0;2.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;90.0;3;7.0;7.0;0.5
34.0;1.0;SP;11.0;1.0;1.0;4500.0;1.0;0.0;5.0;5.0;2.0;5.0;7.0;5.0;2.0;5.0;5.0;5.0;2.0;3.0;5.0;2.0;2.0;4.0;4.0;4.0;2.0;2.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;85.0;3;7.0;7.0;1.0
23.0;1.0;PB;14.0;1.0;0.0;2500.0;3.0;2.0;7.0;3.0;7.0;4.0;7.0;4.0;3.0;7.0;7.0;7.0;3.0;2.0;4.0;4.0;4.0;5.0;4.0;5.0;3.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;109.0;3;7.0;7.0;0.3333333333333333
58.0;1.0;BA;16.0;0.0;1.0;4500.0;2.0;1.0;7.0;5.0;5.0;7.0;7.0;6.0;5.0;0.0;2.0;2.0;3.0;4.0;4.0;3.0;3.0;4.0;3.0;4.0;3.0;3.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;73.0;3;7.0;7.0;0.5
56.0;1.0;BA;16.0;1.0;1.0;6500.0;2.0;1.0;7.0;7.0;7.0;5.0;7.0;4.0;5.0;7.0;2.0;7.0;3.0;3.0;3.0;5.0;3.0;3.0;4.0;3.0;4.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;107.5;3;7.0;7.0;0.5
34.0;1.0;TO;14.0;1.0;1.0;1500.0;1.0;1.0;7.0;4.0;7.0;4.0;7.0;7.0;5.0;4.0;7.0;5.0;2.0;1.0;2.0;3.0;2.0;4.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;96.0;3;7.0;7.0;0.0
